// 3DE Multiple Tracking Curves Export 2048 x 1152 * 1630 frames
Tracker1
	1002	1446.761	114.101
	1003	1446.857	114.028
	1004	1446.792	113.986
	1005	1446.764	113.839
	1006	1446.657	113.832
	1007	1446.495	113.883
	1008	1446.400	113.689
	1009	1446.491	113.731
	1010	1446.374	113.604
	1011	1446.533	113.505
	1012	1446.606	113.602
	1013	1446.478	113.474
	1014	1446.342	113.483
	1015	1446.464	113.491
	1016	1446.332	113.539
	1017	1446.018	113.455
	1018	1446.135	113.692
	1019	1445.861	113.743
	1020	1446.068	113.881
	1021	1446.123	113.678
	1022	1446.164	113.809
	1023	1446.402	113.875
	1024	1446.038	113.929
	1025	1445.824	114.073
	1026	1445.794	113.847
	1027	1445.824	113.903
	1028	1445.744	113.812
	1029	1445.665	114.074
	1030	1445.712	113.794
	1031	1445.610	113.874
	1032	1445.727	113.566
	1033	1445.792	112.966
	1034	1445.758	113.013
	1035	1445.860	113.060
	1036	1445.914	113.111
	1037	1445.983	113.030
	1038	1446.209	113.154
	1039	1446.050	113.366
	1040	1446.207	113.154
	1041	1446.126	113.178
	1042	1446.231	113.248
	1043	1446.150	113.122
	1044	1446.030	113.248
	1045	1446.195	113.563
	1046	1446.533	113.812
	1047	1446.391	113.934
	1048	1446.313	114.076
	1049	1446.721	114.174
	1050	1446.552	114.188
	1051	1446.720	114.245
	1052	1446.860	114.511
	1053	1447.206	114.770
	1054	1447.144	114.769
	1055	1447.443	114.876
	1056	1448.476	115.255
	1057	1448.352	115.335
	1058	1448.680	115.401
	1059	1448.750	115.296
	1060	1448.712	115.470
	1061	1449.178	115.465
	1062	1448.826	115.523
	1063	1448.885	115.533
	1064	1448.897	115.541
	1065	1449.382	115.609
	1066	1449.366	115.511
	1067	1449.531	115.461
	1068	1449.737	115.160
	1069	1449.696	114.904
	1070	1449.656	114.709
	1071	1449.609	114.641
	1072	1450.104	114.557
	1073	1449.659	114.514
	1074	1449.893	114.540
	1075	1449.729	114.554
	1076	1449.962	114.549
	1077	1450.054	114.395
	1078	1450.132	114.525
	1079	1450.148	114.567
	1080	1450.595	114.622
	1081	1450.605	114.524
	1082	1450.693	114.642
	1083	1450.681	114.530
	1084	1450.775	114.590
	1085	1450.906	114.549
	1086	1451.266	114.572
	1087	1451.071	114.833
	1088	1451.455	114.800
	1089	1451.822	115.073
	1090	1451.710	115.001
	1091	1451.757	114.882
	1092	1452.170	115.032
	1093	1452.181	115.076
	1094	1452.277	115.089
	1095	1452.519	115.536
	1096	1452.581	115.301
	1097	1452.596	115.391
	1098	1453.019	115.366
	1099	1453.043	115.411
	1100	1453.190	115.547
	1101	1453.239	115.411
	1102	1453.275	115.449
	1103	1453.212	115.614
	1104	1453.445	115.587
	1105	1453.207	115.667
	1106	1453.419	115.646
	1107	1453.297	115.757
	1108	1453.287	115.632
	1109	1453.340	115.591
	1110	1453.501	115.817
	1111	1453.557	115.679
	1112	1453.604	115.564
	1113	1453.645	115.704
	1114	1453.713	115.877
	1115	1453.566	115.694
	1116	1453.668	115.737
	1117	1453.267	115.909
	1118	1453.590	115.796
	1119	1453.532	115.677
	1120	1453.590	115.483
	1121	1453.535	115.448
	1122	1453.527	115.356
	1123	1453.383	115.256
	1124	1453.541	115.269
	1125	1453.415	115.016
	1126	1453.192	115.008
	1127	1453.197	114.972
	1128	1453.144	114.980
	1129	1453.098	115.188
	1130	1452.777	115.227
	1131	1452.449	115.132
	1132	1452.443	115.318
	1133	1451.864	115.309
	1134	1452.162	115.282
	1135	1451.987	115.187
	1136	1450.873	115.366
	1137	1450.482	115.503
	1138	1450.435	115.454
	1139	1450.129	115.388
	1140	1449.541	115.704
	1141	1449.421	115.687
	1142	1448.921	116.098
	1143	1448.625	116.032
	1144	1448.509	116.070
	1145	1448.102	116.374
	1146	1446.118	117.130
	1147	1445.889	117.364
	1148	1445.438	117.367
	1149	1443.548	118.320
	1150	1443.319	118.289
	1151	1442.905	118.579
	1152	1441.325	119.640
	1153	1441.219	119.852
	1154	1441.018	120.000
	1155	1438.470	121.032
	1156	1438.270	121.325
	1157	1437.819	121.534
	1158	1437.232	121.701
	1159	1436.748	121.859
	1160	1436.741	121.986
	1161	1436.590	122.138
	1162	1436.587	122.209
	1163	1436.503	122.116
	1164	1436.580	122.095
	1165	1436.738	121.788
	1166	1437.122	121.490
	1167	1437.503	121.324
	1168	1438.188	120.579
	1169	1439.383	119.752
	1170	1440.736	118.659
	1171	1440.702	118.509
